HR,RBI,AVG,OPS,yrsInLeague,ASG_Result
27,92,0.260638298,0.784371245,4,YES
26,114,0.266666667,0.844177205,10,YES
16,68,0.269016698,0.741595034,3,YES
2,28,0.226452906,0.606558125,4,YES
3,27,0.226244344,0.562030626,10,YES
10,46,0.24796748,0.643397813,2,YES
23,78,0.22754491,0.722666751,3,YES
3,36,0.276209677,0.724280223,3,YES
2,57,0.263616558,0.670206972,4,YES
26,73,0.210743802,0.77837014,5,YES
1,50,0.281415929,0.701153378,0,YES
25,68,0.246013667,0.758464097,2,YES
4,44,0.252173913,0.662744565,2,YES
4,74,0.287988423,0.715125262,1,YES
34,87,0.261627907,0.892894917,1,YES
19,70,0.268502582,0.769129066,3,YES
23,86,0.265267176,0.803127104,2,YES
18,70,0.258561644,0.771661343,5,YES
22,75,0.245583039,0.718368456,7,YES
4,28,0.247619048,0.596320346,2,YES
29,82,0.260869565,0.815392707,2,YES
32,99,0.281786942,0.856103621,4,YES
30,95,0.297709924,0.885464377,7,YES
29,82,0.248995984,0.868852895,5,YES
16,86,0.312043796,0.841353813,6,YES
18,77,0.291457286,0.820075801,1,YES
45,125,0.27090301,0.888651828,4,YES
38,109,0.32423756,0.959838396,2,YES
24,101,0.306320908,0.876073833,3,NO
20,77,0.253816794,0.793032102,6,NO
44,102,0.259515571,0.892195193,2,NO
1,24,0.248192771,0.600911755,6,NO
1,21,0.262458472,0.661832161,4,NO
3,19,0.260479042,0.663871717,4,NO
20,68,0.250463822,0.779469869,6,NO
16,71,0.268876611,0.755614194,6,NO
8,48,0.257884972,0.695588189,4,NO
8,42,0.260273973,0.651481864,11,NO
18,67,0.281081081,0.773802559,1,NO
0,24,0.199300699,0.513427467,6,NO
5,52,0.283018868,0.723709072,5,NO
7,40,0.278145695,0.743259224,4,NO
5,26,0.251336898,0.703836265,6,NO
15,48,0.288321168,0.92548191,6,NO
17,59,0.268765133,0.773580964,6,NO
12,68,0.273972603,0.708040751,2,NO
4,44,0.251592357,0.658070082,5,NO
13,39,0.291666667,0.899073794,9,NO
2,31,0.324324324,0.82638439,0,NO
3,79,0.285714286,0.678568249,2,NO
12,50,0.278350515,0.769113597,12,NO
10,56,0.243421053,0.714428535,6,NO
17,47,0.275541796,0.876559045,1,NO
6,32,0.264957265,0.707105064,2,NO
4,47,0.261640798,0.693009326,7,NO
11,40,0.255154639,0.77315256,1,NO
10,51,0.324582339,0.8334551,0,NO
18,76,0.252465483,0.784650363,2,NO
3,21,0.26459144,0.65427295,0,NO
12,51,0.257309942,0.749651908,2,NO
2,31,0.281368821,0.715478397,4,NO
10,46,0.264642082,0.714856357,9,NO
44,122,0.313620072,1.027505065,3,NO
12,45,0.258666667,0.735111111,2,NO
8,50,0.239583333,0.592326733,9,NO
9,46,0.24933687,0.684188394,4,NO
5,37,0.25,0.654356061,3,NO
0,21,0.221574344,0.525580095,1,NO
2,24,0.218658892,0.643598793,7,NO
8,47,0.233082707,0.649212618,3,NO
15,68,0.247058824,0.697014595,6,NO
5,25,0.275793651,0.708158263,6,NO
31,99,0.279850746,0.868710634,4,NO
9,39,0.252279635,0.749885922,8,NO
8,63,0.268376068,0.71418957,8,NO
20,67,0.258205689,0.748626451,7,NO
1,26,0.291021672,0.713352698,3,NO
4,21,0.270358306,0.695883045,1,NO
9,34,0.167330677,0.527450803,4,NO
0,24,0.255079007,0.599973954,5,NO
1,21,0.219512195,0.521777003,6,NO
6,36,0.259681093,0.757412337,2,NO
7,19,0.235087719,0.630390492,1,NO
19,52,0.282828283,0.861545973,3,NO
20,78,0.272138229,0.805465157,4,NO
2,34,0.245508982,0.654812715,1,NO
13,46,0.212276215,0.595107523,8,NO
0,12,0.222222222,0.544924165,0,NO
7,41,0.20758483,0.569331283,3,NO
2,42,0.291404612,0.742367845,1,NO
22,92,0.267015707,0.794031521,3,NO
24,107,0.306291391,0.858008212,7,NO
14,47,0.259708738,0.72135485,1,NO
11,46,0.220394737,0.694656702,2,NO
12,49,0.246887967,0.712203044,6,NO
11,66,0.277777778,0.792661503,1,NO
18,76,0.290429043,0.798684899,2,NO
5,37,0.242524917,0.612181617,5,NO
1,21,0.268518519,0.680241755,7,NO
0,31,0.294117647,0.703864608,4,NO
15,54,0.266219239,0.770470699,1,NO
10,72,0.254700855,0.68493839,2,NO
5,28,0.237951807,0.626816458,2,NO
22,60,0.198630137,0.65831127,1,NO
2,23,0.235059761,0.613632114,0,NO
0,24,0.244966443,0.591737122,3,NO
9,45,0.245136187,0.676575875,3,NO
7,56,0.299771167,0.815616813,9,NO
14,60,0.260387812,0.806439613,6,NO
27,84,0.224899598,0.748045563,3,NO
9,33,0.286231884,0.82393388,2,NO
20,65,0.277542373,0.791468431,3,NO
7,56,0.280851064,0.746743295,1,NO
5,45,0.25,0.67201319,2,NO
10,59,0.271293375,0.685038306,7,NO
5,30,0.264150943,0.680357888,0,NO
7,48,0.25,0.69170259,2,NO
2,26,0.276190476,0.694612117,7,NO
8,40,0.285714286,0.819375219,4,NO
12,42,0.248101266,0.773414915,8,NO
5,17,0.218518519,0.604205901,2,NO
10,61,0.247755835,0.67081282,10,NO
11,35,0.276223776,0.785026085,2,NO
3,43,0.293381038,0.701275469,5,NO
4,32,0.274691358,0.679237303,11,NO
6,67,0.271973466,0.667522261,7,NO
9,47,0.277966102,0.7944138,3,NO
8,46,0.284829721,0.794630768,10,NO
11,55,0.241071429,0.686215891,5,NO
28,70,0.280922432,0.875469394,3,NO
26,86,0.272904483,0.868417825,11,NO
1,18,0.2125,0.534746813,6,NO
3,28,0.237226277,0.604127863,6,NO
16,52,0.252525253,0.795959596,4,NO
8,49,0.257606491,0.669728226,6,NO
20,67,0.241438356,0.673323252,4,NO
2,20,0.223744292,0.532107093,6,NO
20,63,0.252465483,0.745089579,3,NO
9,52,0.32361516,0.874674235,0,NO
11,46,0.246268657,0.699473485,3,NO
0,22,0.25483871,0.652396047,5,NO
26,77,0.268408551,0.893149873,3,NO
11,35,0.263250883,0.671627102,13,NO
4,19,0.24137931,0.621191223,1,NO
0,29,0.221498371,0.60117721,2,NO
4,32,0.2172949,0.547028551,9,NO
4,26,0.219143577,0.571218318,0,NO
15,73,0.287671233,0.78709975,0,NO
2,12,0.227091633,0.553710807,4,NO
6,31,0.172932331,0.523093448,7,NO
0,30,0.26433121,0.611884511,0,NO
2,28,0.292740047,0.732771729,8,NO
17,69,0.297916667,0.848073899,5,NO
8,38,0.238425926,0.649724192,2,NO
11,58,0.276315789,0.744109186,1,NO
18,66,0.266514806,0.795783121,12,NO
3,31,0.254452926,0.677151982,6,NO
11,36,0.275,0.810872014,5,NO
5,28,0.292857143,0.754060665,4,NO
4,18,0.26,0.6979631,0,NO
18,55,0.228710462,0.718517572,6,NO
10,43,0.241071429,0.695215754,4,NO
1,17,0.224561404,0.558245614,3,NO
14,60,0.255154639,0.756464524,4,NO
10,46,0.301369863,0.878942797,11,NO
26,64,0.29330254,0.917466129,0,NO
16,46,0.270633397,0.717672632,0,NO
8,30,0.276264591,0.742429369,2,NO
26,104,0.303747535,0.861691869,11,NO
17,59,0.251559252,0.712624316,4,NO
19,75,0.26746988,0.817887904,5,NO
0,21,0.214559387,0.53192848,1,NO
3,30,0.256476684,0.703208494,5,NO
14,55,0.234482759,0.672944672,8,NO
18,74,0.243761996,0.739688491,4,NO
10,49,0.272727273,0.737246195,3,NO
2,29,0.2890625,0.697534064,6,NO
8,30,0.227091633,0.699781953,9,NO
0,12,0.265682657,0.6106624,5,NO
22,92,0.260869565,0.748580804,5,NO
14,45,0.256880734,0.818157288,12,NO
6,30,0.28685259,0.784262948,12,NO
12,47,0.261437908,0.770383377,11,NO
5,44,0.28680203,0.745254155,5,NO
9,47,0.262295082,0.753706039,1,NO
12,54,0.259515571,0.787501311,2,NO
13,29,0.20795107,0.688538226,17,NO
2,54,0.252351097,0.592729295,2,NO
12,40,0.227822581,0.623635702,8,NO
27,66,0.24744898,0.827829314,2,NO
6,27,0.219047619,0.631111111,2,NO
3,50,0.290441176,0.732365404,9,NO
12,53,0.230434783,0.620365654,3,NO
14,54,0.26342711,0.781629456,7,NO
9,40,0.241106719,0.741480244,8,NO
2,26,0.322289157,0.720836286,3,NO
12,62,0.285714286,0.770137819,10,NO
5,25,0.227272727,0.607714469,6,NO
9,36,0.251111111,0.691450928,4,NO
9,49,0.288321168,0.733181579,4,NO
9,33,0.249275362,0.684963768,1,NO
22,108,0.314285714,0.854504967,7,NO
7,54,0.298734177,0.781232299,9,NO
12,48,0.25,0.769425676,10,NO
4,22,0.238970588,0.625668449,4,NO
12,48,0.235789474,0.720072595,5,NO
12,46,0.249370277,0.668531428,7,NO
28,87,0.25840708,0.792586933,2,NO
31,63,0.247334755,0.87747031,6,NO
16,55,0.224852071,0.678040308,7,NO
21,49,0.292899408,0.929581164,7,NO
6,66,0.284046693,0.748460903,13,NO
8,26,0.263779528,0.792746519,6,NO
27,73,0.298295455,0.968694432,5,NO
6,68,0.329566855,0.832876985,4,NO
20,45,0.258785942,0.918933746,4,NO
10,50,0.275510204,0.850226757,4,NO
2,29,0.303944316,0.722034732,2,NO
2,27,0.245,0.605890023,2,NO
3,33,0.239583333,0.591626214,1,NO
6,45,0.263403263,0.707931708,11,NO
4,32,0.279778393,0.679505669,9,NO
5,58,0.311507937,0.775560224,3,NO
4,24,0.224264706,0.578978932,2,NO
14,57,0.269230769,0.754594528,6,NO
2,29,0.244444444,0.651842884,2,NO
23,73,0.248565966,0.75689796,6,NO
7,36,0.253918495,0.687304075,3,NO
21,71,0.235421166,0.697806398,5,NO
5,28,0.267716535,0.699579294,3,NO
11,64,0.299019608,0.784665962,6,NO
15,46,0.222222222,0.6788919,4,NO
16,57,0.214539007,0.585985581,3,NO
3,26,0.233421751,0.576962471,6,NO
9,41,0.283116883,0.803929404,5,NO
8,50,0.235142119,0.656072351,7,NO
1,40,0.267295597,0.655138557,0,NO
3,43,0.277777778,0.738189351,9,NO
0,31,0.233009709,0.560071026,4,NO
4,43,0.227184466,0.586550281,2,NO
1,25,0.307106599,0.721269276,12,NO
1,25,0.241635688,0.588966442,0,NO
3,26,0.254716981,0.686160518,8,NO
21,79,0.291759465,0.800974029,2,NO
12,37,0.244343891,0.682309305,11,NO
2,22,0.212543554,0.543869738,11,NO
7,41,0.266839378,0.685192778,6,NO
2,32,0.245283019,0.70490566,4,NO
12,48,0.248898678,0.693333214,10,NO
3,37,0.236462094,0.563593925,6,NO
5,27,0.208201893,0.568145239,4,NO
8,46,0.274782609,0.647971014,4,NO
4,14,0.252964427,0.72102844,1,NO
17,50,0.306501548,0.900198282,8,NO
10,36,0.244258873,0.696819907,4,NO
5,33,0.250965251,0.708310351,6,NO
8,27,0.27092511,0.762139953,5,NO
13,45,0.247191011,0.781052373,2,NO
15,60,0.288571429,0.868447205,2,NO
6,45,0.272552783,0.672907293,0,NO
2,32,0.265454545,0.683896104,6,NO
31,83,0.296568627,0.974162799,8,NO
5,41,0.23583181,0.618084328,6,NO
18,39,0.255905512,0.83263468,2,NO
14,50,0.279605263,0.839994108,1,NO
7,41,0.318766067,0.83063482,1,NO
10,72,0.314671815,0.823295377,2,NO
4,31,0.231884058,0.585487662,11,NO
1,34,0.261764706,0.633196216,8,NO
2,38,0.27761194,0.680521761,9,NO
22,64,0.278606965,0.769244965,6,NO
7,27,0.237931034,0.643569725,2,NO
5,30,0.263313609,0.67540385,0,NO
9,45,0.246073298,0.740814632,4,NO
2,19,0.28627451,0.733660131,4,NO
15,59,0.251953125,0.708069073,5,NO
5,58,0.257884972,0.682543045,4,NO
13,46,0.27680798,0.739675344,7,NO
8,48,0.282398453,0.75619416,9,NO
27,69,0.209090909,0.744929728,6,NO
3,26,0.272972973,0.664570511,3,NO
9,29,0.211764706,0.601525054,3,NO
6,35,0.279778393,0.732497804,9,NO
10,37,0.242307692,0.724114985,13,NO
4,45,0.247311828,0.684356979,5,NO
4,31,0.316622691,0.753255596,5,NO
12,50,0.233962264,0.703773585,10,NO
9,55,0.300683371,0.836908506,12,NO
23,72,0.246753247,0.797056277,1,NO
12,82,0.285132383,0.807324087,6,NO
8,43,0.255813953,0.739434329,7,NO
11,42,0.300724638,0.837814645,4,NO
7,38,0.223234624,0.633781607,3,NO
18,75,0.271043771,0.785924723,4,NO
5,33,0.300940439,0.804680046,6,NO
6,71,0.27961165,0.704392719,7,NO
2,22,0.196551724,0.568645244,8,NO
7,43,0.30170778,0.77644604,3,NO
1,38,0.294117647,0.69857876,9,NO
9,30,0.275,0.794196429,2,NO
26,84,0.304964539,0.923280996,7,NO
11,55,0.308176101,0.83769991,7,NO
1,33,0.255050505,0.616659553,3,NO
3,43,0.245283019,0.634504595,1,NO
0,40,0.340909091,0.806818182,6,NO
5,33,0.257352941,0.665181355,10,NO
10,52,0.266260163,0.709036898,8,NO
6,50,0.291208791,0.735284096,1,NO
15,88,0.273684211,0.734266335,2,NO
8,46,0.301851852,0.764877589,3,NO
13,49,0.22614841,0.672775084,2,NO
4,59,0.278688525,0.72056546,8,NO
15,47,0.250883392,0.803716302,6,NO
0,41,0.293995859,0.737795427,2,NO
17,59,0.26007326,0.805222734,9,NO
8,46,0.278481013,0.729569814,12,NO
3,44,0.237681159,0.612637681,8,NO
8,36,0.230769231,0.67455359,4,NO
2,51,0.282110092,0.699371039,7,NO
17,63,0.253731343,0.775155679,4,NO
15,74,0.305709024,0.850669867,3,NO
10,55,0.315649867,0.839487894,13,NO
3,33,0.256842105,0.672048098,1,NO
2,17,0.214046823,0.6026442,3,NO
8,58,0.25,0.729395604,2,NO
4,28,0.275590551,0.766762516,2,NO
5,21,0.25443787,0.682662563,1,NO
17,54,0.226495726,0.655432851,4,NO
10,44,0.289693593,0.770659239,1,NO
9,41,0.258181818,0.706540404,2,NO
2,49,0.283553875,0.72225794,10,NO
15,33,0.228228228,0.692545236,8,NO
12,63,0.242761693,0.765319387,1,NO
3,20,0.204152249,0.591414099,4,NO
16,57,0.305936073,0.87518559,4,NO
12,54,0.25,0.699674948,3,NO
10,35,0.262839879,0.764914289,1,NO
4,20,0.194444444,0.528197065,9,NO
2,28,0.302180685,0.741459955,1,NO
5,45,0.258536585,0.684440168,1,NO
4,63,0.266075388,0.663459885,9,NO
1,30,0.197916667,0.531027844,1,NO
17,47,0.263279446,0.886417302,2,NO
5,35,0.253644315,0.694023324,0,NO
17,69,0.322368421,0.898977816,0,NO
11,62,0.25862069,0.692953056,8,NO
5,43,0.254940711,0.64380547,10,NO
5,37,0.253196931,0.675668449,3,NO
14,50,0.260188088,0.796352078,3,NO
13,60,0.241269841,0.74415626,2,NO
25,88,0.287334594,0.810428702,8,NO
7,32,0.256140351,0.736475683,7,NO
6,30,0.26875,0.695909257,1,NO
2,46,0.257692308,0.738815789,0,NO
17,59,0.292259084,0.83277075,1,NO
15,65,0.263888889,0.798319328,6,NO
4,59,0.29787234,0.724042208,6,NO
2,39,0.247838617,0.637112874,5,NO
8,51,0.272727273,0.80552359,11,NO
2,37,0.253196931,0.655404496,4,NO
3,17,0.232198142,0.583069488,3,NO
8,41,0.236245955,0.685703408,1,NO
8,35,0.279883382,0.753363831,3,NO
5,40,0.217603912,0.533491773,10,NO
10,57,0.27962963,0.72444637,10,NO
11,43,0.241992883,0.70854653,7,NO
34,95,0.264604811,0.836195281,11,NO
4,41,0.260948905,0.696711791,2,NO
1,24,0.262975779,0.633150805,0,NO
14,34,0.225092251,0.72170284,2,NO
7,38,0.308707124,0.791067171,9,NO
7,29,0.255737705,0.707360023,5,NO
15,59,0.261758691,0.707074878,2,NO
10,37,0.206349206,0.628487886,7,NO
1,28,0.263803681,0.687007312,1,NO
3,23,0.297297297,0.757823258,2,NO
4,41,0.315789474,0.777270708,5,NO
2,27,0.274052478,0.660248904,6,NO
9,48,0.268656716,0.755229471,3,NO
14,38,0.258258258,0.724696043,11,NO
16,58,0.231671554,0.73169922,3,NO
9,58,0.313620072,0.821684588,2,NO
11,73,0.300347222,0.813064099,3,NO
13,68,0.269058296,0.73256052,4,NO
7,35,0.267175573,0.703678001,7,NO
4,26,0.249134948,0.642391567,2,NO
13,40,0.237681159,0.750332353,4,NO
32,117,0.28113879,0.89219848,5,NO
14,53,0.242562929,0.680848951,10,NO
1,33,0.264604811,0.649878521,2,NO
18,42,0.238916256,0.735285042,0,NO
15,52,0.265780731,0.847305279,4,NO
9,48,0.224324324,0.668692616,4,NO
12,54,0.26446281,0.762736688,5,NO
5,53,0.199074074,0.552342454,1,NO
17,50,0.262195122,0.765192948,1,NO
23,63,0.22,0.72277027,1,NO
16,45,0.208791209,0.597543633,1,NO
2,45,0.305743243,0.71850159,5,NO
20,67,0.243445693,0.762073561,9,NO
10,39,0.218844985,0.622778573,7,NO
31,106,0.25,0.780171078,9,NO
10,47,0.227642276,0.647425474,3,NO
4,39,0.264339152,0.660050112,8,NO
9,72,0.245579568,0.650824046,3,NO
14,40,0.212981744,0.609608874,3,NO
15,47,0.300268097,0.843970431,3,NO
8,33,0.224137931,0.612763602,6,NO
17,51,0.283783784,0.838801576,1,NO
13,61,0.270983213,0.779502448,1,NO
10,55,0.305747126,0.820615816,5,NO
17,67,0.288801572,0.840985076,2,NO
3,39,0.261682243,0.69616754,4,NO
5,26,0.290519878,0.781123607,7,NO
14,43,0.295950156,0.885919518,0,NO
6,26,0.273015873,0.733333333,1,NO
12,82,0.290322581,0.826379287,12,NO
8,36,0.225694444,0.646619497,8,NO
5,30,0.218487395,0.555214253,8,NO
26,91,0.252525253,0.812138718,5,NO
16,56,0.267567568,0.848348348,6,NO
3,27,0.238961039,0.621326042,2,NO
12,48,0.220930233,0.629063516,2,NO
4,51,0.259770115,0.690342458,2,NO
20,51,0.266903915,0.878504885,6,NO
16,80,0.278787879,0.748106766,6,NO
9,38,0.284615385,0.795849855,7,NO
9,29,0.265873016,0.762672811,2,NO
13,35,0.232876712,0.74391172,5,NO
9,34,0.262411348,0.797246558,1,NO
5,33,0.228323699,0.608043291,2,NO
17,67,0.256732496,0.722713441,4,NO
11,55,0.269724771,0.722380695,5,NO
1,18,0.28358209,0.643439165,3,NO
19,76,0.276157804,0.776760828,5,NO
2,14,0.236363636,0.624635762,4,NO
3,26,0.206128134,0.529939001,4,NO
17,31,0.248466258,0.790505323,4,NO
10,42,0.275482094,0.725873795,4,NO
7,32,0.249097473,0.713890155,4,NO
34,100,0.24025974,0.843237448,3,NO
24,63,0.277264325,0.843737629,7,NO
6,41,0.245318352,0.610046463,1,NO
10,47,0.264197531,0.744653693,6,NO
2,63,0.283662478,0.690120393,4,NO
4,48,0.319587629,0.918952764,8,NO
1,37,0.247282609,0.651662241,10,NO
9,33,0.254901961,0.686041257,2,NO
4,21,0.248648649,0.634322342,2,NO
5,53,0.247288503,0.686072189,12,NO
18,65,0.235616438,0.717433381,5,NO
24,94,0.303747535,0.887486691,7,NO
1,35,0.300813008,0.783847239,2,NO
1,29,0.23964497,0.590806915,4,NO
20,50,0.227488152,0.723615523,3,NO
0,20,0.255319149,0.614873916,4,NO
1,29,0.2375,0.622997033,5,NO
7,36,0.282051282,0.749052117,6,NO
12,38,0.247104247,0.722267861,3,NO
7,52,0.256038647,0.669844902,4,NO
8,27,0.259541985,0.760625129,14,NO
12,40,0.21402214,0.733908601,4,NO
6,29,0.220640569,0.629391368,8,NO
7,38,0.273641851,0.683654164,10,NO
5,36,0.290697674,0.752237307,5,NO
3,40,0.309455587,0.825377787,7,NO
4,38,0.246119734,0.626118829,1,NO
6,62,0.256830601,0.646742646,10,NO
21,61,0.262222222,0.789041219,6,NO
1,21,0.243346008,0.583501774,3,NO
3,28,0.261111111,0.688271605,5,NO
14,61,0.262323944,0.748878657,1,NO
8,53,0.284823285,0.750233937,0,NO
6,29,0.250965251,0.664092664,1,NO
11,31,0.24340176,0.687927664,2,NO
9,68,0.317073171,0.820625915,12,NO
10,37,0.217081851,0.679431478,14,NO
8,54,0.310991957,0.814262471,5,NO
18,60,0.293010753,0.943788607,2,NO
10,66,0.247232472,0.660765932,3,NO
7,29,0.22310757,0.673503864,11,NO
15,56,0.262172285,0.833482907,9,NO
27,91,0.282485876,0.879494375,5,NO
4,29,0.250659631,0.648309876,10,NO
8,28,0.255905512,0.70017828,3,NO
3,26,0.266409266,0.70129014,3,NO
5,50,0.26584507,0.672880476,8,NO
32,86,0.245575221,0.866430122,5,NO
5,41,0.265753425,0.747260274,4,NO
18,74,0.309954751,0.892861457,4,NO
5,37,0.318181818,0.826813532,7,NO
13,48,0.218390805,0.677994441,0,NO
11,45,0.282798834,0.784085975,1,NO
29,95,0.276271186,0.813097072,4,NO
1,24,0.269230769,0.650866739,4,NO
15,55,0.25,0.780925187,14,NO
20,56,0.31025641,0.898651112,9,NO
8,39,0.242105263,0.759192098,7,NO
18,65,0.257019438,0.773783714,4,NO
0,22,0.228486647,0.534074617,4,NO
3,33,0.271293375,0.683137608,8,NO
22,61,0.285276074,0.925072916,0,NO
9,57,0.267932489,0.722729739,1,NO
3,26,0.237394958,0.600559121,1,NO
3,36,0.321678322,0.829851263,3,NO
14,67,0.256465517,0.736260776,0,NO
11,62,0.254403131,0.682875114,1,NO
4,35,0.299578059,0.725738397,1,NO
0,29,0.230088496,0.545078562,2,NO
13,30,0.250996016,0.810957608,1,NO
7,49,0.220524017,0.617605418,9,NO
4,49,0.290167866,0.758874382,14,NO
18,68,0.280639432,0.785172954,2,NO
10,88,0.267006803,0.723261527,4,NO
3,25,0.300911854,0.813568517,3,NO
6,42,0.235988201,0.683410302,4,NO
3,26,0.227272727,0.593634045,7,NO
5,33,0.251515152,0.685467757,8,NO
9,50,0.237333333,0.69982263,1,NO
5,45,0.252336449,0.712919083,5,NO
27,99,0.259803922,0.760071301,5,NO
1,19,0.261818182,0.675487549,1,NO
8,36,0.258785942,0.733351777,6,NO
3,23,0.241269841,0.616708932,4,NO
8,69,0.282014388,0.714184445,4,NO
4,37,0.345098039,0.865865486,10,NO
10,61,0.261036468,0.675209617,1,NO
9,47,0.217889908,0.646964003,2,NO
12,35,0.244956772,0.679193708,7,NO
9,40,0.250728863,0.70481245,2,NO
9,47,0.269794721,0.776054149,6,NO
17,64,0.247544204,0.727102299,11,NO
29,101,0.282312925,0.863758347,5,NO
19,55,0.267893661,0.767787352,6,NO
36,92,0.268602541,0.923617255,3,NO
19,60,0.236714976,0.780308947,5,NO
13,64,0.302197802,0.766043069,1,NO
7,20,0.225589226,0.644673687,8,NO
6,40,0.269874477,0.690480175,2,NO
