HR,RBI,AVG,OPS,yrsInLeague,ASG_Result
3,27,0.276223776,0.67117964,1,NO
0,28,0.292899408,0.703096861,5,NO
10,55,0.267857143,0.720833333,4,NO
18,66,0.277258567,0.778714854,3,NO
7,25,0.234899329,0.660877646,4,NO
23,75,0.22300885,0.688924559,3,NO
20,78,0.300155521,0.789411268,6,NO
0,23,0.245810056,0.576582868,8,NO
19,64,0.26006192,0.802747037,7,NO
19,57,0.236842105,0.749512671,5,NO
9,47,0.276657061,0.78483256,2,NO
25,74,0.271119843,0.822956418,5,NO
4,27,0.256,0.65588015,4,NO
12,46,0.251798561,0.755133641,2,NO
7,60,0.30248307,0.817123834,2,NO
33,100,0.27145359,0.852754326,8,NO
24,98,0.292517007,0.842293711,10,NO
5,31,0.301075269,0.762349622,3,NO
9,53,0.301449275,0.809971014,2,NO
6,34,0.275985663,0.756989247,4,NO
4,33,0.265306122,0.724544054,1,NO
7,42,0.276094276,0.763539005,4,NO
7,40,0.264236902,0.682949815,3,NO
9,25,0.176923077,0.571364501,2,NO
12,44,0.217008798,0.688488808,8,NO
9,49,0.263157895,0.752339181,4,NO
6,15,0.215139442,0.640999383,12,NO
18,67,0.305418719,0.861585251,1,NO
1,40,0.256038647,0.60097704,3,NO
2,36,0.242424242,0.590955844,1,NO
30,94,0.287692308,0.816043956,5,NO
2,28,0.270949721,0.624659129,7,NO
40,92,0.206,0.809958406,3,NO
12,52,0.242206235,0.699709259,4,NO
10,68,0.258181818,0.721846996,7,NO
16,55,0.235930736,0.743970315,12,NO
15,75,0.290215589,0.790564124,5,NO
1,24,0.240282686,0.579981202,2,NO
7,56,0.27735369,0.776120315,1,NO
8,52,0.293598234,0.745574955,0,NO
11,55,0.240506329,0.685185827,1,NO
3,33,0.273743017,0.684827992,15,NO
8,57,0.278728606,0.774392863,4,NO
16,40,0.260309278,0.754724089,5,NO
5,41,0.286821705,0.723533165,4,NO
15,60,0.277777778,0.753883732,3,NO
1,24,0.253787879,0.632962276,1,NO
6,23,0.239202658,0.668727516,7,NO
19,57,0.284064665,0.785289995,8,NO
8,41,0.248120301,0.690798096,3,NO
11,66,0.262452107,0.700696319,10,NO
12,75,0.284894837,0.723902626,1,NO
3,21,0.242424242,0.616779497,8,NO
5,33,0.225146199,0.586115827,15,NO
2,33,0.290384615,0.71638796,7,NO
16,68,0.276391555,0.831401278,2,NO
3,16,0.207171315,0.540331212,4,NO
20,77,0.262260128,0.798347548,1,NO
4,52,0.293650794,0.722639933,8,NO
17,76,0.253144654,0.691525699,7,NO
20,78,0.259423503,0.774545455,1,NO
16,70,0.262939959,0.778826874,4,NO
8,28,0.233676976,0.663005428,3,NO
2,16,0.24516129,0.614868805,0,NO
3,25,0.223076923,0.549773756,0,NO
5,46,0.252659574,0.631065926,3,NO
1,23,0.275773196,0.666543654,0,NO
3,44,0.259259259,0.67940462,1,NO
6,33,0.247887324,0.667769242,5,NO
3,31,0.24340176,0.664711632,3,NO
25,99,0.252669039,0.746171251,3,NO
2,34,0.276816609,0.712018733,2,NO
5,42,0.278592375,0.744711334,10,NO
16,72,0.275609756,0.742731028,6,NO
8,27,0.256849315,0.717817143,2,NO
2,28,0.248898678,0.643499401,2,NO
21,78,0.244863014,0.723614331,2,NO
13,55,0.26300578,0.794782866,8,NO
6,33,0.204545455,0.620314992,3,NO
13,27,0.258389262,0.768567895,2,NO
11,58,0.295454545,0.804470687,7,NO
15,44,0.221875,0.727660124,5,NO
1,23,0.271714922,0.677377653,1,NO
7,56,0.261506276,0.694354634,5,NO
1,18,0.25483871,0.660162172,7,NO
5,27,0.30078125,0.749201324,10,NO
0,25,0.263761468,0.648206839,2,NO
15,78,0.317647059,0.856813168,3,NO
10,69,0.253424658,0.709377659,3,NO
7,56,0.262877442,0.701014189,5,NO
11,44,0.253378378,0.76391097,4,NO
5,26,0.234126984,0.637298722,7,NO
1,38,0.251162791,0.67577406,0,NO
20,78,0.294,0.829959335,1,NO
8,69,0.287846482,0.742058828,13,NO
2,27,0.258302583,0.657720741,3,NO
3,27,0.255813953,0.625592352,1,NO
6,26,0.21299639,0.576819175,5,NO
13,67,0.258992806,0.69254261,5,NO
4,26,0.23857868,0.635951307,4,NO
10,35,0.227848101,0.683042485,10,NO
2,39,0.292763158,0.686820109,2,NO
4,41,0.286396181,0.761162852,4,NO
3,49,0.256916996,0.621682665,2,NO
18,63,0.267156863,0.749374577,7,NO
24,60,0.245939675,0.807232843,4,NO
8,35,0.225663717,0.605024501,0,NO
9,39,0.277439024,0.812830351,1,NO
30,92,0.252918288,0.829538036,4,NO
8,44,0.258126195,0.68033829,8,NO
14,75,0.238589212,0.659347293,4,NO
13,50,0.240469208,0.734822487,8,NO
4,41,0.239193084,0.652599274,3,NO
3,44,0.259938838,0.6545391,8,NO
2,36,0.240174672,0.560966046,3,NO
20,65,0.313291139,0.968469666,3,NO
2,33,0.292397661,0.749237223,4,NO
6,35,0.235507246,0.668873625,5,NO
4,56,0.241650295,0.616647673,9,NO
7,61,0.23880597,0.65175103,4,NO
16,56,0.254079254,0.742138459,6,NO
11,58,0.263934426,0.702304338,3,NO
9,43,0.248496994,0.674200861,2,NO
17,73,0.300711744,0.817996141,7,NO
2,27,0.213178295,0.614780002,2,NO
6,67,0.311711712,0.788643552,3,NO
21,81,0.236203091,0.745467924,3,NO
6,31,0.272988506,0.681500466,8,NO
1,47,0.271493213,0.662383676,6,NO
10,39,0.278592375,0.797053774,5,NO
24,55,0.234597156,0.756051572,2,NO
12,52,0.26076555,0.720323536,1,NO
12,41,0.253378378,0.746883824,4,NO
4,60,0.32278481,0.794192976,1,NO
2,55,0.28458498,0.725125828,5,NO
7,40,0.311036789,0.799092212,0,NO
11,41,0.286764706,0.786611861,0,NO
28,78,0.282460137,0.90832339,1,NO
6,38,0.225165563,0.61845135,2,NO
12,49,0.275862069,0.785240188,4,NO
3,42,0.249249249,0.644850733,5,NO
21,72,0.270034843,0.770870864,4,NO
12,50,0.250922509,0.745717148,0,NO
0,25,0.291907514,0.691458935,1,NO
22,64,0.23853211,0.7444583,1,NO
17,43,0.253676471,0.865459792,11,NO
15,66,0.255555556,0.725111111,7,NO
6,43,0.267477204,0.712526849,6,NO
12,41,0.254901961,0.722046968,6,NO
21,76,0.248484848,0.763603246,2,NO
13,41,0.198653199,0.707070707,7,NO
3,35,0.243243243,0.583595024,7,NO
19,105,0.292834891,0.781568912,2,NO
25,77,0.26618705,0.783631918,10,NO
5,25,0.21875,0.576343648,4,NO
15,62,0.28032345,0.814246832,6,NO
3,34,0.216,0.606620209,13,NO
1,29,0.227586207,0.560890983,5,NO
30,94,0.283088235,0.828040303,6,NO
5,58,0.262975779,0.681736592,3,NO
18,82,0.307282416,0.878319375,4,NO
15,57,0.313069909,0.927991158,8,NO
17,70,0.248722317,0.674781027,7,NO
6,23,0.205426357,0.570876818,3,NO
16,70,0.234496124,0.700373139,4,NO
8,55,0.261904762,0.666999667,6,NO
46,121,0.281632653,1.037332576,6,NO
3,30,0.290140845,0.697378002,3,NO
13,53,0.305509182,0.798081888,5,NO
22,92,0.300847458,0.878640032,4,NO
3,24,0.219858156,0.63168137,12,NO
0,21,0.293995859,0.691735213,3,NO
5,37,0.270422535,0.657316845,5,NO
18,57,0.272151899,0.909586454,13,NO
19,67,0.272511848,0.828813127,1,NO
4,39,0.270053476,0.704304161,4,NO
9,33,0.202657807,0.588323475,7,NO
2,47,0.282275711,0.675738512,1,NO
8,38,0.264,0.773480969,6,NO
3,11,0.265151515,0.644264069,2,NO
8,92,0.302884615,0.742995752,3,NO
9,74,0.27592955,0.760602276,4,NO
12,60,0.276346604,0.829567569,4,NO
8,38,0.236842105,0.739839796,6,NO
3,37,0.305882353,0.753921569,2,NO
6,26,0.227166276,0.611339002,4,NO
18,50,0.241721854,0.781083577,10,NO
5,27,0.258503401,0.647289884,8,NO
10,39,0.201492537,0.664857531,4,NO
20,60,0.24671916,0.797900262,6,NO
4,21,0.226666667,0.640449658,2,NO
13,60,0.249427918,0.696113686,5,NO
2,50,0.296357616,0.730654224,4,NO
25,57,0.236702128,0.809887139,12,NO
9,34,0.234527687,0.671373884,2,NO
13,89,0.287090559,0.773113821,2,NO
2,38,0.213793103,0.547605952,4,NO
7,45,0.238095238,0.618742658,3,NO
3,15,0.25,0.661375661,4,NO
16,51,0.195402299,0.662370547,4,NO
1,16,0.241007194,0.600813161,5,NO
6,40,0.261538462,0.6595511,3,NO
0,18,0.309226933,0.762549693,10,NO
24,92,0.300699301,0.828925928,1,NO
14,46,0.244897959,0.695184128,3,NO
21,87,0.279069767,0.783820955,6,NO
9,56,0.314018692,0.789529542,8,NO
17,80,0.25,0.720483827,3,NO
5,35,0.225308642,0.626644404,11,NO
30,70,0.215555556,0.760481928,12,NO
3,38,0.264646465,0.623287908,10,NO
30,102,0.299832496,0.914907377,5,NO
0,18,0.240601504,0.558337333,7,NO
24,68,0.252747253,0.842203417,0,NO
20,67,0.273195876,0.85742268,6,NO
14,72,0.279661017,0.775012342,2,NO
3,54,0.264940239,0.644200974,4,NO
9,49,0.257142857,0.761463373,5,NO
23,88,0.273743017,0.816204572,9,NO
13,60,0.265263158,0.720467836,3,NO
13,50,0.236914601,0.689853076,2,NO
20,59,0.272401434,0.764780481,0,NO
10,63,0.276679842,0.768912424,7,NO
1,36,0.217864924,0.562348062,5,NO
9,41,0.295019157,0.824638006,6,NO
8,34,0.282828283,0.749588418,1,NO
27,104,0.305699482,0.88737987,5,NO
20,89,0.276895944,0.767751521,4,NO
2,29,0.254593176,0.606416735,6,NO
6,48,0.271812081,0.702299552,4,NO
10,37,0.347328244,0.997302799,9,NO
3,40,0.293375394,0.754554075,6,NO
5,32,0.248858447,0.644960275,4,NO
6,48,0.274322169,0.729017145,1,NO
1,28,0.233802817,0.634841371,3,NO
8,36,0.293103448,0.795886267,7,NO
6,39,0.258449304,0.650740601,9,NO
9,47,0.317333333,0.787170068,4,NO
1,35,0.23943662,0.61646461,11,NO
1,35,0.25,0.621613793,3,NO
26,68,0.250988142,0.806609348,3,NO
18,64,0.276995305,0.776618496,2,NO
8,38,0.288571429,0.72179058,9,NO
9,32,0.283524904,0.793223597,4,NO
15,61,0.304157549,0.858788362,6,NO
16,61,0.256532067,0.813854188,7,NO
2,17,0.333951763,0.805907452,4,NO
21,82,0.292364991,0.834349941,9,NO
8,65,0.296954315,0.836874307,6,NO
32,105,0.297640653,0.904745038,4,NO
6,23,0.253644315,0.693269555,8,NO
7,43,0.294900222,0.770895594,7,NO
2,27,0.255813953,0.672895903,8,NO
3,29,0.290540541,0.666056981,1,NO
17,53,0.266475645,0.835541028,4,NO
4,33,0.270588235,0.724791835,8,NO
12,54,0.286374134,0.836243202,0,NO
4,27,0.248447205,0.602898551,3,NO
5,60,0.29010989,0.728830923,0,NO
11,30,0.229508197,0.674390244,3,NO
7,42,0.279202279,0.798287832,3,NO
6,51,0.293310463,0.726700972,5,NO
7,46,0.254691689,0.665606285,3,NO
4,25,0.211111111,0.547519958,8,NO
22,74,0.303448276,0.857489224,4,NO
8,29,0.22985782,0.634999898,1,NO
5,26,0.251141553,0.665058325,0,NO
10,50,0.268867925,0.748906062,6,NO
6,47,0.293948127,0.819373431,0,NO
18,90,0.251785714,0.700517683,11,NO
8,31,0.2734375,0.70260795,3,NO
27,73,0.322666667,1.026969697,3,NO
22,72,0.271653543,0.763664996,6,NO
8,39,0.336158192,0.822347772,13,NO
7,39,0.252717391,0.670509153,7,NO
27,90,0.275330396,0.852283057,7,NO
10,31,0.299625468,0.885591836,3,NO
7,26,0.243169399,0.673818708,0,NO
6,42,0.269794721,0.726133135,5,NO
3,28,0.259868421,0.678939442,3,NO
11,35,0.250659631,0.695379368,3,NO
16,81,0.276051188,0.789612684,6,NO
6,31,0.246621622,0.62359146,6,NO
12,42,0.275735294,0.851058106,8,NO
10,55,0.231441048,0.643130535,3,NO
4,26,0.265714286,0.656622691,9,NO
16,57,0.247030879,0.693617816,2,NO
6,27,0.253602305,0.662974304,3,NO
1,30,0.25,0.5727639,8,NO
4,26,0.252707581,0.628183155,0,NO
8,19,0.234200743,0.704649887,4,NO
11,84,0.28913738,0.702369939,15,NO
13,93,0.288372093,0.723464126,1,NO
11,44,0.310240964,0.871273713,10,NO
6,45,0.25974026,0.672043746,6,NO
4,33,0.256716418,0.644197552,4,NO
8,52,0.272727273,0.759438236,5,NO
5,35,0.233396584,0.564726966,0,NO
8,38,0.277602524,0.744677783,10,NO
33,129,0.295532646,0.911426735,5,NO
6,48,0.246418338,0.633623394,3,NO
17,38,0.254752852,0.866093032,6,NO
8,57,0.285714286,0.766671882,5,NO
4,41,0.286096257,0.759870558,3,NO
9,55,0.272727273,0.70722644,6,NO
16,56,0.247787611,0.741160381,3,NO
14,69,0.278438031,0.751809973,5,NO
18,90,0.294407895,0.798723488,7,NO
13,58,0.312668464,0.87834681,6,NO
14,68,0.270022883,0.741488389,4,NO
7,53,0.263986014,0.689660018,7,NO
2,26,0.287401575,0.660732626,2,NO
23,66,0.234866828,0.725214616,7,NO
2,23,0.267361111,0.638077201,4,NO
34,117,0.33560477,0.973741871,2,NO
5,23,0.290196078,0.768504902,5,NO
15,58,0.223744292,0.722203884,0,NO
14,50,0.284705882,0.79015998,9,NO
14,83,0.309701493,0.845750063,2,NO
21,70,0.258666667,0.834166667,2,NO
15,74,0.275700935,0.792095016,4,NO
7,42,0.217847769,0.58090425,7,NO
1,50,0.252016129,0.654386168,7,NO
3,30,0.234323432,0.627878082,2,NO
15,67,0.269922879,0.804111953,7,NO
7,34,0.218232044,0.623527826,3,NO
19,74,0.347150259,0.980824057,5,NO
20,104,0.265486726,0.764927956,6,NO
15,48,0.284866469,0.805299316,1,NO
15,46,0.239482201,0.766529342,6,NO
0,32,0.222760291,0.534237288,4,NO
25,82,0.277432712,0.873312891,5,NO
15,55,0.271084337,0.742971888,3,NO
5,60,0.296360485,0.769729217,2,NO
35,85,0.270018622,0.898527171,4,NO
7,59,0.256465517,0.676645542,10,NO
6,24,0.266917293,0.703837179,9,NO
9,44,0.240740741,0.731764316,2,NO
13,44,0.233243968,0.678666236,5,NO
3,25,0.270462633,0.674950833,7,NO
12,53,0.27756654,0.804415302,3,NO
2,47,0.288,0.688414048,6,NO
21,69,0.319039451,0.881502355,5,NO
14,32,0.255033557,0.767162483,2,NO
14,46,0.308823529,0.89746732,1,NO
23,58,0.284974093,0.875557085,6,NO
15,76,0.266519824,0.756657695,11,NO
4,38,0.25915493,0.654214174,9,NO
6,38,0.264984227,0.735103889,7,NO
12,56,0.244525547,0.64983428,3,NO
9,41,0.3,0.790794066,1,NO
2,21,0.25,0.643925188,11,NO
9,41,0.254733219,0.679095263,3,NO
16,40,0.225201072,0.717110866,1,NO
0,38,0.232645403,0.601530272,2,NO
15,79,0.248275862,0.754988506,6,NO
14,30,0.247011952,0.806290198,1,NO
12,53,0.236024845,0.70292228,5,NO
23,87,0.302782324,0.87890848,4,NO
9,31,0.303135889,0.821225867,2,NO
12,74,0.308977035,0.811969645,5,NO
7,67,0.287109375,0.736685739,2,NO
17,58,0.253036437,0.716845691,5,NO
10,60,0.287937743,0.766295451,1,NO
3,32,0.257009346,0.637323524,7,NO
9,37,0.24437299,0.720498857,4,NO
2,35,0.233409611,0.650405658,7,NO
15,63,0.313531353,0.828506354,7,NO
27,86,0.273684211,0.832294328,5,NO
14,65,0.23125,0.643206874,3,NO
25,59,0.261343013,0.820801934,1,NO
8,41,0.260204082,0.674044266,6,NO
29,83,0.224576271,0.765065913,1,NO
0,34,0.270114943,0.651340996,11,NO
17,65,0.300505051,0.832621995,8,NO
23,89,0.298387097,0.853982301,5,NO
34,94,0.302734375,0.947819703,2,NO
10,52,0.267489712,0.706131044,0,NO
0,25,0.265306122,0.607444847,6,NO
4,24,0.253125,0.652321429,1,NO
13,50,0.277777778,0.823953824,8,NO
6,48,0.292543021,0.733249329,6,NO
27,83,0.252767528,0.776332462,5,NO
9,82,0.308998302,0.784727056,2,NO
9,34,0.298701299,0.813883516,7,NO
12,41,0.278350515,0.75359116,13,NO
12,65,0.297142857,0.851859296,0,NO
0,15,0.243542435,0.600115237,5,NO
12,35,0.230352304,0.660766782,5,NO
8,42,0.217983651,0.612188874,8,NO
14,56,0.263707572,0.765835603,4,NO
17,60,0.269315673,0.757258399,2,NO
7,56,0.219665272,0.598293925,3,NO
13,43,0.170940171,0.541956707,14,NO
8,51,0.284057971,0.759812401,4,NO
15,67,0.216216216,0.643190737,4,NO
3,50,0.3,0.759589041,5,NO
9,40,0.258555133,0.796273764,10,NO
5,34,0.285198556,0.724753404,2,NO
12,71,0.291428571,0.80657286,3,NO
34,88,0.273830156,0.856729289,4,NO
9,23,0.194656489,0.599566814,2,NO
14,58,0.287769784,0.866560598,4,NO
5,46,0.290135397,0.768272813,10,NO
31,86,0.311340206,0.928387754,6,NO
7,38,0.263665595,0.72979234,3,NO
6,35,0.239067055,0.669837989,2,NO
13,60,0.25,0.662627331,4,NO
9,52,0.247739602,0.683918947,1,NO
6,48,0.204545455,0.606752743,11,NO
3,24,0.284246575,0.780328273,6,NO
4,47,0.278688525,0.707045426,5,NO
6,32,0.307210031,0.783090273,7,NO
19,80,0.275390625,0.810896,4,NO
24,103,0.293762575,0.883448018,6,NO
4,41,0.300859599,0.7166915,7,NO
8,48,0.242125984,0.638183431,4,NO
2,27,0.23180593,0.603605121,7,NO
7,47,0.237113402,0.652060851,6,NO
8,42,0.304136253,0.782127848,14,NO
9,38,0.276276276,0.802402402,2,NO
11,39,0.226628895,0.677393178,4,NO
21,68,0.251082251,0.770493782,6,NO
21,78,0.26118068,0.753847329,6,NO
9,46,0.230366492,0.648909975,4,NO
6,34,0.275985663,0.758719327,5,NO
0,22,0.254480287,0.583876844,4,NO
8,42,0.26056338,0.685536682,8,NO
3,38,0.233545648,0.584822424,3,NO
30,85,0.278095238,0.875437358,3,NO
2,25,0.242165242,0.594099565,10,NO
20,64,0.228412256,0.762364593,5,NO
8,33,0.259067358,0.674989362,4,NO
25,90,0.33041958,0.94298987,1,NO
9,49,0.315614618,0.904983389,2,NO
6,42,0.247863248,0.674951267,4,NO
6,52,0.247288503,0.662072484,8,NO
24,60,0.207253886,0.700402316,6,NO
3,30,0.235074627,0.633727336,10,NO
10,50,0.282548476,0.738882089,9,NO
5,43,0.264705882,0.699380805,3,NO
19,79,0.278276481,0.760029952,9,NO
4,31,0.350877193,0.857421331,1,NO
8,41,0.251572327,0.700029949,7,NO
8,36,0.228021978,0.628903275,8,NO
29,95,0.257575758,0.890171557,6,NO
6,49,0.319693095,0.809475094,3,NO
23,56,0.263768116,0.858752236,6,NO
4,35,0.23255814,0.661036036,13,NO
13,58,0.241014799,0.681404003,2,NO
1,20,0.210526316,0.530586229,8,NO
13,51,0.27688172,0.81564141,7,NO
12,39,0.244394619,0.698023449,8,NO
4,22,0.24911032,0.66531814,1,NO
34,107,0.311320755,0.921886971,3,NO
11,71,0.274952919,0.721267294,6,NO
3,31,0.289230769,0.757345556,2,NO
0,21,0.208762887,0.531306853,5,NO
11,58,0.260869565,0.760081667,10,NO
15,54,0.271111111,0.8033616,5,NO
20,51,0.230508475,0.804028494,0,NO
5,31,0.272222222,0.730250762,2,NO
2,37,0.233009709,0.632097676,17,NO
25,69,0.237804878,0.769467677,3,NO
9,37,0.234265734,0.704381721,1,NO
3,30,0.25210084,0.654414384,4,NO
12,60,0.303797468,0.805667026,2,NO
9,32,0.260416667,0.714674884,3,NO
11,49,0.234375,0.692895299,1,NO
0,36,0.283536585,0.695580907,1,NO
8,33,0.23255814,0.665863787,2,NO
0,19,0.223076923,0.551038062,3,NO
8,36,0.27037037,0.7695543,5,NO
4,44,0.293159609,0.765989653,3,NO
5,24,0.247002398,0.665207657,3,NO
15,75,0.239923225,0.701606891,9,NO
1,48,0.260700389,0.645673389,3,NO
8,32,0.20233463,0.637828926,4,NO
3,34,0.260726073,0.678021013,4,NO
5,47,0.245327103,0.596160591,4,NO
1,17,0.227722772,0.561015858,1,NO
10,53,0.260504202,0.713024141,8,NO
11,60,0.284037559,0.739168343,8,NO
13,57,0.248908297,0.718533759,3,NO
10,55,0.299734748,0.796087533,11,NO
5,31,0.274305556,0.718112477,3,NO
5,51,0.308943089,0.745232816,12,NO
8,52,0.274725275,0.680864188,4,NO
17,68,0.249569707,0.689778176,1,NO
14,40,0.248858447,0.733377882,2,NO
1,47,0.29689808,0.685113927,10,NO
18,58,0.271356784,0.800912009,1,NO
15,58,0.243386243,0.749148366,1,NO
11,64,0.261306533,0.731402339,8,NO
12,39,0.265734266,0.766674309,0,NO
15,74,0.274698795,0.785856701,2,NO
7,32,0.217252396,0.627218299,6,NO
2,33,0.282798834,0.697334334,5,NO
4,36,0.274647887,0.724494402,10,NO
26,78,0.266924565,0.814540903,3,NO
13,36,0.221374046,0.715508236,3,NO
14,83,0.251376147,0.741098381,9,NO
6,48,0.269972452,0.705501419,6,NO
16,69,0.303675048,0.796940583,4,NO
9,41,0.280254777,0.781838336,4,NO
2,21,0.222222222,0.588719458,8,NO
4,61,0.287292818,0.693583641,9,NO
0,25,0.218562874,0.530734112,3,NO
5,35,0.268421053,0.697986163,6,NO
4,42,0.28525641,0.723845393,0,NO
10,60,0.293670886,0.806851701,3,NO
2,47,0.298279159,0.713335756,2,NO
12,45,0.272479564,0.766148017,6,NO
16,57,0.252148997,0.815483466,4,NO
0,34,0.312267658,0.758594259,9,NO
2,20,0.219081272,0.52607632,1,NO
15,60,0.259562842,0.7749167,0,NO
0,35,0.266,0.684726027,6,NO
6,25,0.208333333,0.59400134,5,NO
8,62,0.291028446,0.830642975,8,NO
25,56,0.223502304,0.748132846,7,NO
15,81,0.286527514,0.815042608,9,NO
0,30,0.254957507,0.628873614,3,NO
7,54,0.317679558,0.807922737,11,NO
24,98,0.273684211,0.821192036,7,NO
11,52,0.307917889,0.817954991,1,NO
2,27,0.28358209,0.68525231,2,NO
7,46,0.266075388,0.702050436,2,NO
14,76,0.299242424,0.812490483,2,NO
14,34,0.223564955,0.676325948,2,NO
34,109,0.275213675,0.860446853,4,NO
3,49,0.240213523,0.597128682,6,NO
21,74,0.235930736,0.767726526,1,NO
9,52,0.23613963,0.663949479,2,NO
11,41,0.215613383,0.643990519,2,NO
31,90,0.271477663,0.836098838,2,NO
9,48,0.24738676,0.736868467,3,NO
12,38,0.257142857,0.796930625,1,NO
7,33,0.214285714,0.658946609,6,NO
0,35,0.257471264,0.630798886,10,NO
14,40,0.27734375,0.851217049,10,NO